7a8c19793b4f7979e1c40f5517e34df8d238ef07,DELETE,regular-file,black_hat_python/netcat.py,6237,
37104d90448a60c0ba67bfed12567eaefe04f2c7,DELETE,regular-file,black_hat_python/server.py,1243,
60fc01a174fd31fb7a7cd2e40b6c3b7b2c58d65f,DELETE,regular-file,black_hat_python/tcpclient.py,622,
7c8d03a6f83d1db6febd2e6ec11615ad887fef9f,DELETE,regular-file,black_hat_python/test.py,300,
b72a236f05ce3535f79d728981139697c5eb8db2,DELETE,regular-file,black_hat_python/udp.py,290,
548e26ec13ba457fb41599123fdd5b3b096880c5,DELETE,regular-file,math_python/calculus.py,64,
a0f0edbb7cf797e6e4c0a14bc7abcfee0d029670,DELETE,regular-file,math_python/librerias.py,54,
ae1d08222ef33ee40435149038c77466015584ce,DELETE,regular-file,math_python/limit.py,166,
a2b458d1e5280d645276d2b759dd519f226d2bd1,DELETE,regular-file,math_python/logic.py,135,
60d43ae6efa9bbf0eff876a551bc8ad85ac58bfe,DELETE,regular-file,math_python/simbolos.py,143,
4f05fa8e4461763103f94fa074d67614d6280f76,DELETE,regular-file,math_python/tetha.py,86,
87f830877e3b3115f5c8a3ffe5fc1324ab7342e7,DELETE,regular-file,python-2/array.py,216,
9bb1243cc5ac461450d635bcd793ee0703a12abb,DELETE,regular-file,python-2/arrays.py,241,
06a7142b0f9d7c7839e313abae098222110d2852,DELETE,regular-file,python-2/bullet.py,692,
a1917cbbdc7fdf34bdee891d0cc98a8ae753921f,DELETE,regular-file,python-2/curvaColor.py,199,
0cb9efb064d3c629267e38d9f0659849331a5f47,DELETE,regular-file,python-2/game.py,709,
a170bb2d71327ebf3afe804f3b3665f87c52279f,DELETE,regular-file,python-2/game_functions.py,1403,
63712800e79b40bb4b6f05ab03151c3721c4073d,DELETE,regular-file,python-2/math_1.py,159,
84a59e9a90329ec310958e65cc19ad2b2bb3095b,DELETE,regular-file,python-2/puntos random/random_walk.py,968,
256df4ba1d1bc0d844d9de930128499f5cca38c7,DELETE,regular-file,python-2/puntos random/rw_visial.py,182,
27002157c2ae12cdc0b5a04d25d2c3a8844999b4,DELETE,regular-file,python-2/puntos.py,126,
67bbbe9510321d58f8793e181dff7e6660de140c,DELETE,regular-file,python-2/setttings.py,364,
b248b538c87021cc7dd4e07510df3180833eb790,DELETE,regular-file,python-2/ship.py,996,
6c47474cd76d7f643a12e1f35df681a6b93981ba,DELETE,regular-file,univir/en4.py,10222,
569f72942a5fadb97584eb75ebe0210a3d86040d,DELETE,regular-file,univir/en5.py,8255,
2dad82b29fdfb29d6878001429656661c9a8e703,DELETE,regular-file,univir/en6.py,7814,
e1f92a5b6d6c5011118caa45c7bb6856484dcac5,DELETE,regular-file,yes/ye.py,3268,
